"unique_row","study_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SD_2","t","F","r","d","d_var","corr","test_lang","stimuli_link","data_link","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","special_cases_measures","x_dif","SD_dif","contrast_sampa","audio_condition","speaker","speech_type","object_stimulus","cue_type","N_AFC","mean_comprehension_vocab","mean_production_vocab","pointing_modality","motive","correlation_type","condition_type","stimulus_naturalness","contrast_pseudoIPA","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","peripherality","Linguistic","words_to_passage","edge_alignment","familiarization_voice","familiarization_register","familiarization_affect","test_voice","test_register","indexical","rule.type","repetitions","types","tokens","expt_condition2","word_round","word_spiky","multiple_age_groups_younger_older","replication","native","label_present","instruction_code","taxonomic_type","tokens_per_trial","word_types_per_cond","publication_type","main_or_baseline_study","Modality","Semantics","TrainingRule","Speech","Nonspeech","CorrectPronunciation","Mispronunciation","is_correct","n_feature","type_feature","mispron_location","scenarios","Hamlin_Lab","stimuli_type","minimal_pairs","cues_present","word_typicality","ME_trial_type","preceding","task_difficulty","median_production_vocab","sentence_structure","agent_argument_type","patient_argument_type","stimuli_modality","stimuli_actor","transitive_event","intransitive_event","presentation_type","character_identification","practice_phase","test_mass_or_distributed","n_train_test_pair","n_test_trial_per_pair","n_repetitions_sentence","n_repetitions_video","learning_domain","live_video","task","rhythm_class","speech_manip","percentV","deltaC","deltaV","VarcoV","nPVI_V","rPVI_C","corr_imputed","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_infant_calc","all_mod","mean_age_months","year"
"28","filippi2017","Filippi, P., Laaha, S., & Fitch, W. T. (2017). Utterance-final position and pitch marking aid word learning in school-age children. Royal Society Open Science, 4(8), 161035. https://doi.org/10.1098/rsos.161035","Filippi, Laaha, & Fitch (2017)","yes","Rodrigo Dal Ben",1,"UF","23","behavior","familiarization","forced-choice","target_selection","within_one","German","typical","filippi2017_UF",NA,14,NA,3257.08,NA,39.81,33,9.802855057,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,730.56,NA,NA,NA,0.619047619,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.694695571892306,0.0886643549145278,0.651277098649037,0.0779276556865967,0.328117537362152,0.0157499260053287,0.340717207366709,0.0909090909090909,1.26003838663459,0.291694035828057,"group_means_one",3257.08,14,"filippi2017 23","",107.010985851866,"2017"
"29","filippi2017","Filippi, P., Laaha, S., & Fitch, W. T. (2017). Utterance-final position and pitch marking aid word learning in school-age children. Royal Society Open Science, 4(8), 161035. https://doi.org/10.1098/rsos.161035","Filippi, Laaha, & Fitch (2017)","yes","Rodrigo Dal Ben",1,"PP","24","behavior","familiarization","forced-choice","target_selection","within_one","German","typical","filippi2017_PP",NA,14,NA,3257.08,NA,47.86,33,15.34510527,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,730.56,NA,NA,NA,0.619047619,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.968386970212033,0.104920475859873,0.907862784573781,0.0922152619862164,0.435796123472942,0.0139439811484856,0.467029547424289,0.0909090909090909,1.75645967090329,0.345174530103664,"group_means_one",3257.08,14,"filippi2017 24","",107.010985851866,"2017"
"30","filippi2017","Filippi, P., Laaha, S., & Fitch, W. T. (2017). Utterance-final position and pitch marking aid word learning in school-age children. Royal Society Open Science, 4(8), 161035. https://doi.org/10.1098/rsos.161035","Filippi, Laaha, & Fitch (2017)","yes","Rodrigo Dal Ben",1,"PP_UF","25","behavior","familiarization","forced-choice","target_selection","within_one","German","typical","filippi2017_PP_UF",NA,14,NA,3257.08,NA,54.68,33,16.88654361,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,730.56,NA,NA,NA,0.619047619,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",1.28386249434499,0.13029653229949,1.20362108844843,0.114518436591349,0.540206148028846,0.0115690821213004,0.604446653829617,0.0909090909090909,2.32866897600709,0.428658409543244,"group_means_one",3257.08,14,"filippi2017 25","",107.010985851866,"2017"
"31","fitneva2017","Fitneva, S. A., & Christiansen, M. H. (2017). Developmental Changes in Cross-Situational Word Learning: The Inverse Effect of Initial Accuracy. Cognitive Science, 41, 141–161. https://doi.org/10.1111/cogs.12322","Fitneva & Christiansen (2017)","yes","Rodrigo Dal Ben",1,"48m","26","behavior","familiarization","forced-choice","target_selection","within_one","American English","typical","fitneva_48m",NA,35,NA,1704.64,NA,0.585,0.5,0.184520607,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,334.84,NA,4,NA,0.6285714286,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.460653156208184,0.0316028761474937,0.450183766294362,0.0301827055768161,0.224449938448666,0.00676580114072922,0.228337228930703,0.03125,0.83553240186289,0.103969295170795,"group_means_one",1704.64,35,"fitneva2017 26","",56.0057496047147,"2017"
"32","fitneva2017","Fitneva, S. A., & Christiansen, M. H. (2017). Developmental Changes in Cross-Situational Word Learning: The Inverse Effect of Initial Accuracy. Cognitive Science, 41, 141–161. https://doi.org/10.1111/cogs.12322","Fitneva & Christiansen (2017)","yes","Rodrigo Dal Ben",1,"120m","27","behavior","familiarization","forced-choice","target_selection","within_one","American English","typical","fitneva_120m",NA,31,NA,3865.88,NA,0.68,0.5,0.2430859403,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,426.16,NA,NA,NA,0.3548387097,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.740478860183589,0.0411017571351417,0.721328544834014,0.039003294950849,0.347206371543655,0.00698924882974667,0.362263664838104,0.0357142857142857,1.34308008582987,0.135219361037834,"group_means_one",3865.88,31,"fitneva2017 27","",127.013039282121,"2017"
"33","hu2017","Hu, C.-F. (2017). Resolving referential ambiguity across ambiguous situations in young foreign language learners. Applied Psycholinguistics, 38(3), 633–656. https://doi.org/10.1017/S0142716416000357","Hu (2017)","yes","Rodrigo Dal Ben",1,"constrast","28","behavior","familiarization","forced-choice","target_selection","within_one","Mandarin","typical","hu2017_constrast",NA,60,NA,3226.64,NA,0.65625,0.2,0.23125,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",1.97297297297297,0.0491051862673484,1.94746039142591,0.0478434355128942,0.702280281445106,0.00159802428944375,0.871785735559449,0.0175438596491228,3.57857712402967,0.161549587500178,"group_means_one",3226.64,60,"hu2017 28","",106.010883180353,"2017"
"34","hu2017","Hu, C.-F. (2017). Resolving referential ambiguity across ambiguous situations in young foreign language learners. Applied Psycholinguistics, 38(3), 633–656. https://doi.org/10.1017/S0142716416000357","Hu (2017)","yes","Rodrigo Dal Ben",1,"non_constrast","29","behavior","familiarization","forced-choice","target_selection","within_one","Mandarin","typical","hu2017_non_constrast",NA,60,NA,3226.64,NA,0.475,0.2,0.25625,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",1.07317073170732,0.0262641284949435,1.05929352396972,0.0255892754608229,0.472817704814597,0.00307349450782868,0.513693125572514,0.0175438596491228,1.9465163908855,0.0864055193948235,"group_means_one",3226.64,60,"hu2017 29","",106.010883180353,"2017"
"35","hu2017","Hu, C.-F. (2017). Resolving referential ambiguity across ambiguous situations in young foreign language learners. Applied Psycholinguistics, 38(3), 633–656. https://doi.org/10.1017/S0142716416000357","Hu (2017)","yes","Rodrigo Dal Ben",2,"interleaved","30","behavior","familiarization","forced-choice","target_selection","within_one","Mandarin","typical","hu2017_interleaved",NA,63,NA,3226.64,NA,0.35625,0.2,0.2125,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.735294117647059,0.020163947932114,0.726253616200579,0.0196711613115613,0.345065644630977,0.00344619092082556,0.359831543729934,0.0166666666666667,1.3336760031134,0.0663367297513764,"group_means_one",3226.64,63,"hu2017 30","",106.010883180353,"2017"
"36","hu2017","Hu, C.-F. (2017). Resolving referential ambiguity across ambiguous situations in young foreign language learners. Applied Psycholinguistics, 38(3), 633–656. https://doi.org/10.1017/S0142716416000357","Hu (2017)","yes","Rodrigo Dal Ben",2,"massed","31","behavior","familiarization","forced-choice","target_selection","within_one","Mandarin","typical","hu2017_massed",NA,60,NA,3226.64,NA,0.4,0.2,0.24375,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.820512820512821,0.0222770107385492,0.809902740937224,0.0217046061262682,0.379556356256306,0.00349238634603002,0.399541234457015,0.0175438596491228,1.48824563219218,0.0732884277427667,"group_means_one",3226.64,60,"hu2017 31","",106.010883180353,"2017"
"37","aravind2018","Aravind, A., de Villiers, J., Pace, A., Valentine, H., Golinkoff, R., Hirsh-Pasek, K., … Sweig Wilson, M. (2018). Fast mapping word meanings across trials: Young children forget all but their first guess. Cognition, 177(April), 177–188. https://doi.org/10.1016/j.cognition.2018.04.008","Aravind et al. (2018)","yes","Rodrigo Dal Ben",1,"36m","32","behavior","familiarization","forced-choice","target_selection","within_one","American English","typical","aravind2018_36m",NA,213,NA,1278.48,NA,0.4325,0.25,0.3126,NA,NA,NA,NA,NA,NA,NA,"artificial","https://github.com/a-aravind/WordLearning","https://github.com/a-aravind/WordLearning",334.84,NA,NA,NA,0.5508607199,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.58381317978247,0.00549492448095708,0.581738014451489,0.00545593046233211,0.280212248176341,0.00107488258669648,0.287912391318781,0.00476190476190476,1.058919974321,0.0180775769469692,"group_means_one",1278.48,213,"aravind2018 32","",42.004312203536,"2018"
"38","aravind2018","Aravind, A., de Villiers, J., Pace, A., Valentine, H., Golinkoff, R., Hirsh-Pasek, K., … Sweig Wilson, M. (2018). Fast mapping word meanings across trials: Young children forget all but their first guess. Cognition, 177(April), 177–188. https://doi.org/10.1016/j.cognition.2018.04.008","Aravind et al. (2018)","yes","Rodrigo Dal Ben",1,"48m","33","behavior","familiarization","forced-choice","target_selection","within_one","American English","typical","aravind2018_48m",NA,315,NA,1643.76,NA,0.49415,0.25,0.2923,NA,NA,NA,NA,NA,NA,NA,"artificial","https://github.com/a-aravind/WordLearning","https://github.com/a-aravind/WordLearning",334.84,NA,NA,NA,0.3724867725,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.835271980841601,0.00428203060631595,0.833270530408275,0.00426153427862608,0.385377390363813,0.000660875511211459,0.40635971446946,0.00320512820512821,1.51501578781315,0.0140873160392318,"group_means_one",1643.76,315,"aravind2018 33","",54.0055442616892,"2018"
"39","aravind2018","Aravind, A., de Villiers, J., Pace, A., Valentine, H., Golinkoff, R., Hirsh-Pasek, K., … Sweig Wilson, M. (2018). Fast mapping word meanings across trials: Young children forget all but their first guess. Cognition, 177(April), 177–188. https://doi.org/10.1016/j.cognition.2018.04.008","Aravind et al. (2018)","yes","Rodrigo Dal Ben",1,"60m","34","behavior","familiarization","forced-choice","target_selection","within_one","American English","typical","aravind2018_60m",NA,146,NA,2009.04,NA,0.54525,0.25,0.2868,NA,NA,NA,NA,NA,NA,NA,"artificial","https://github.com/a-aravind/WordLearning","https://github.com/a-aravind/WordLearning",334.84,NA,NA,NA,0.803652968,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",1.0294630404463,0.0104787470946745,1.02410125377731,0.0103698777333122,0.457661452840947,0.00129428761431797,0.494349126855814,0.00699300699300699,1.86723940826413,0.0344736961478339,"group_means_one",2009.04,146,"aravind2018 34","",66.0067763198423,"2018"
"40","aravind2018","Aravind, A., de Villiers, J., Pace, A., Valentine, H., Golinkoff, R., Hirsh-Pasek, K., … Sweig Wilson, M. (2018). Fast mapping word meanings across trials: Young children forget all but their first guess. Cognition, 177(April), 177–188. https://doi.org/10.1016/j.cognition.2018.04.008","Aravind et al. (2018)","yes","Rodrigo Dal Ben",2,"36m_english","35","behavior","familiarization","forced-choice","target_selection","within_one","American English","typical","aravind2018_36m_english",NA,74.5,NA,1278.48,NA,0.42415,0.25,0.276,NA,NA,NA,NA,NA,NA,NA,"artificial","https://github.com/a-aravind/WordLearning","https://github.com/a-aravind/WordLearning",334.84,NA,NA,NA,0.6375838926,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.630978260869565,0.0160948561455703,0.624450899550225,0.0157635815202673,0.300870903108258,0.00302692624844986,0.310476915732759,0.013986013986014,1.14446796841083,0.0529499543497404,"group_means_one",1278.48,74.5,"aravind2018 35","",42.004312203536,"2018"
"41","aravind2018","Aravind, A., de Villiers, J., Pace, A., Valentine, H., Golinkoff, R., Hirsh-Pasek, K., … Sweig Wilson, M. (2018). Fast mapping word meanings across trials: Young children forget all but their first guess. Cognition, 177(April), 177–188. https://doi.org/10.1016/j.cognition.2018.04.008","Aravind et al. (2018)","yes","Rodrigo Dal Ben",2,"48m_english","36","behavior","familiarization","forced-choice","target_selection","within_one","American English","typical","aravind2018_48m_english",NA,116.5,NA,1643.76,NA,0.46605,0.25,0.264,NA,NA,NA,NA,NA,NA,NA,"artificial","https://github.com/a-aravind/WordLearning","https://github.com/a-aravind/WordLearning",334.84,NA,NA,NA,0.4077253219,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.818371212121212,0.0114580748533422,0.813010701998147,0.0113084606820674,0.378707923225731,0.00180034577363918,0.398550373855643,0.00881057268722467,1.48436118425304,0.0376955553335193,"group_means_one",1643.76,116.5,"aravind2018 36","",54.0055442616892,"2018"
"42","aravind2018","Aravind, A., de Villiers, J., Pace, A., Valentine, H., Golinkoff, R., Hirsh-Pasek, K., … Sweig Wilson, M. (2018). Fast mapping word meanings across trials: Young children forget all but their first guess. Cognition, 177(April), 177–188. https://doi.org/10.1016/j.cognition.2018.04.008","Aravind et al. (2018)","yes","Rodrigo Dal Ben",2,"60m_english","37","behavior","familiarization","forced-choice","target_selection","within_one","American English","typical","aravind2018_60m_english",NA,93,NA,2009.04,NA,0.4873,0.25,0.256,NA,NA,NA,NA,NA,NA,NA,"artificial","https://github.com/a-aravind/WordLearning","https://github.com/a-aravind/WordLearning",334.84,NA,NA,NA,0.5107526882,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.926953125,0.0153722693330498,0.919313401442308,0.0151199244637754,0.420507266018345,0.00214364249068798,0.448308096060009,0.0111111111111111,1.68130698879992,0.0505727390213998,"group_means_one",2009.04,93,"aravind2018 37","",66.0067763198423,"2018"
"43","aravind2018","Aravind, A., de Villiers, J., Pace, A., Valentine, H., Golinkoff, R., Hirsh-Pasek, K., … Sweig Wilson, M. (2018). Fast mapping word meanings across trials: Young children forget all but their first guess. Cognition, 177(April), 177–188. https://doi.org/10.1016/j.cognition.2018.04.008","Aravind et al. (2018)","yes","Rodrigo Dal Ben",2,"36m_spanish","38","behavior","familiarization","forced-choice","target_selection","within_one","American English","typical","aravind2018_36m_spanish",NA,74.5,NA,1278.48,NA,0.42085,0.25,0.285,NA,NA,NA,NA,NA,NA,NA,"artificial","https://github.com/a-aravind/WordLearning","https://github.com/a-aravind/WordLearning",334.84,NA,NA,NA,0.6375838926,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross-situational word learning","CrossSituational","early_language",0.599473684210526,0.0158346892487312,0.5932722323049,0.0155087695449315,0.287116613154798,0.00305814957544414,0.295420978888506,0.013986013986014,1.0873249872962,0.0520940395663864,"group_means_one",1278.48,74.5,"aravind2018 38","",42.004312203536,"2018"
